"option1","option2","option3","word1","word2","word3","word4","word5","word6"
"coperta, verde","lavagna, sole","cucchiaio, autorità","coperta","verde","lavagna","sole","cucchiaio","autorità"
"piatto, bidet","stuzzicadenti, soglia","menta, bersaglio","piatto","bidet","stuzzicadenti","soglia","menta","bersaglio"
"spinaci, pomodoro","lavagna, penna","eccentrico, ciliegio","spinaci","pomodoro","lavagna","penna","eccentrico","ciliegio"
"giallo, cavolo","eccentrico, panchina","diario, equilibrio","giallo","cavolo","eccentrico","panchina","diario","equilibrio"
"rana, cassettiera","coperta, sole","timone, blu","rana","cassettiera","coperta","sole","timone","blu"
"coperta, pomodoro","lavagna, rosa","timone, menta","coperta","pomodoro","lavagna","rosa","timone","menta"
"menta, sega","cuscino, forchetta","viola, leone","menta","sega","cuscino","forchetta","viola","leone"
"piatto, pidocchio","verde, rana","coperta, cucchiaio","piatto","pidocchio","verde","rana","coperta","cucchiaio"
"coperta, spinaci","diario, spinaci","menta, appuntamento","coperta","spinaci","diario","spinaci","menta","appuntamento"
"succo, sole","piatto, cassettiera","stuzzicadenti, lattuga","succo","sole","piatto","cassettiera","stuzzicadenti","lattuga"
"rosa, equilatero","spinaci, equilatero","forchetta, autorità","rosa","equilatero","spinaci","equilatero","forchetta","autorità"
"mappa, agenda","cavolo, soglia","piatto, appuntamento","mappa","agenda","cavolo","soglia","piatto","appuntamento"
"﻿anello, coperta","coccodrillo, pidocchio","portafoglio, autostrada","﻿anello","coperta","coccodrillo","pidocchio","portafoglio","autostrada"
"ciotola, equilibrio","cucchiaio, sega","viola, agenda","ciotola","equilibrio","cucchiaio","sega","viola","agenda"
"giallo, ciliegio","stuzzicadenti, sega","mappa, libreria","giallo","ciliegio","stuzzicadenti","sega","mappa","libreria"
"leone, crostino","diario, pidocchio","piatto, portafoglio","leone","crostino","diario","pidocchio","piatto","portafoglio"
"forchetta, leone","pomodoro, caramella","penna, viola","forchetta","leone","pomodoro","caramella","penna","viola"
"eccentrico, damigiana","cipolla, leone","documento, autostrada","eccentrico","damigiana","cipolla","leone","documento","autostrada"
"panchina, bidet","cuscino, succo","panchina, caramella","panchina","bidet","cuscino","succo","panchina","caramella"
"gessetto, appuntamento","cuscino, penna","posacenere, equilatero","gessetto","appuntamento","cuscino","penna","posacenere","equilatero"
"viola, lattuga","coccodrillo, libreria","equilatero, mappa","viola","lattuga","coccodrillo","libreria","equilatero","mappa"
"eccentrico, pidocchio","fiammifero, panchina","coperta, equilibrio","eccentrico","pidocchio","fiammifero","panchina","coperta","equilibrio"
"bersaglio, soglia","giallo, appuntamento","equilatero, cassettiera","bersaglio","soglia","giallo","appuntamento","equilatero","cassettiera"
"sega, autostrada","bidet, documento","forchetta, succo","sega","autostrada","bidet","documento","forchetta","succo"
"menta, lanterna","bidet, equilibrio","menta, bidet","menta","lanterna","bidet","equilibrio","menta","bidet"
"bidet, pidocchio","braccialetto, lavagna","lattuga, appuntamento","bidet","pidocchio","braccialetto","lavagna","lattuga","appuntamento"
"posacenere, cassettiera","sole, damigiana","spremiagrumi, mappa","posacenere","cassettiera","sole","damigiana","spremiagrumi","mappa"
"spinaci, caramella","timone, ciliegio","penna, stuzzicadenti","spinaci","caramella","timone","ciliegio","penna","stuzzicadenti"
"ciotola, spinaci","posacenere, panchina","cuscino, cavolo","ciotola","spinaci","posacenere","panchina","cuscino","cavolo"
"bidet, crostino","pomodoro, equilibrio","rosa, sole","bidet","crostino","pomodoro","equilibrio","rosa","sole"
"cassettiera, appuntamento","succo, leone","panchina, equilibrio","cassettiera","appuntamento","succo","leone","panchina","equilibrio"
"timone, cavolo","ciotola, pomodoro","pidocchio, cassettiera","timone","cavolo","ciotola","pomodoro","pidocchio","cassettiera"
"ciotola, equilatero","ciotola, mais","timone, succo","ciotola","equilatero","ciotola","mais","timone","succo"
"piatto, satellite","cuscino, cipolla","ciotola, autostrada","piatto","satellite","cuscino","cipolla","ciotola","autostrada"
"rana, autostrada","rosa, leone","braccialetto, bersaglio","rana","autostrada","rosa","leone","braccialetto","bersaglio"
"ciliegio, documento","lattuga, cassettiera","﻿anello, limone","ciliegio","documento","lattuga","cassettiera","﻿anello","limone"
"cavolo, pomodoro","candela, bidet","lavagna, panchina","cavolo","pomodoro","candela","bidet","lavagna","panchina"
"cipolla, panchina","mais, lanterna","giallo, lattuga","cipolla","panchina","mais","lanterna","giallo","lattuga"
"timone, spremiagrumi","sega, soglia","pidocchio, sega","timone","spremiagrumi","sega","soglia","pidocchio","sega"
"piatto, sega","﻿anello, equilibrio","giallo, documento","piatto","sega","﻿anello","equilibrio","giallo","documento"
"posacenere, libreria","posacenere, caramella","rosa, satellite","posacenere","libreria","posacenere","caramella","rosa","satellite"
"cipolla, autostrada","blu, pomodoro","damigiana, autorità","cipolla","autostrada","blu","pomodoro","damigiana","autorità"
"stuzzicadenti, pomodoro","cucchiaio, timone","cucchiaio, gessetto","stuzzicadenti","pomodoro","cucchiaio","timone","cucchiaio","gessetto"
"forchetta, stuzzicadenti","﻿anello, viola","equilibrio, bersaglio","forchetta","stuzzicadenti","﻿anello","viola","equilibrio","bersaglio"
"gessetto, autorità","spinaci, rana","cipolla, lanterna","gessetto","autorità","spinaci","rana","cipolla","lanterna"
"limone, posacenere","braccialetto, sega","rosa, documento","limone","posacenere","braccialetto","sega","rosa","documento"
"satellite, agenda","fiammifero, limone","spremiagrumi, menta","satellite","agenda","fiammifero","limone","spremiagrumi","menta"
"ciotola, penna","cavolo, spinaci","lanterna, pidocchio","ciotola","penna","cavolo","spinaci","lanterna","pidocchio"
"rosa, posacenere","candela, documento","lanterna, equilatero","rosa","posacenere","candela","documento","lanterna","equilatero"
"viola, mais","coperta, penna","cuscino, documento","viola","mais","coperta","penna","cuscino","documento"
"piatto, giallo","mais, sega","forchetta, spinaci","piatto","giallo","mais","sega","forchetta","spinaci"
"lavagna, giallo","﻿anello, verde","piatto, menta","lavagna","giallo","﻿anello","verde","piatto","menta"
"braccialetto, cavolo","forchetta, panchina","blu, agenda","braccialetto","cavolo","forchetta","panchina","blu","agenda"
"cuscino, appuntamento","penna, mappa","limone, mappa","cuscino","appuntamento","penna","mappa","limone","mappa"
"lattuga, damigiana","timone, libreria","pomodoro, damigiana","lattuga","damigiana","timone","libreria","pomodoro","damigiana"
"equilatero, panchina","posacenere, eccentrico","portafoglio, cipolla","equilatero","panchina","posacenere","eccentrico","portafoglio","cipolla"
"fiammifero, lattuga","satellite, autostrada","sole, bidet","fiammifero","lattuga","satellite","autostrada","sole","bidet"
"verde, equilibrio","cavolo, documento","braccialetto, soglia","verde","equilibrio","cavolo","documento","braccialetto","soglia"
"blu, pidocchio","limone, cassettiera","timone, sole","blu","pidocchio","limone","cassettiera","timone","sole"
"rosa, bersaglio","verde, cipolla","limone, eccentrico","rosa","bersaglio","verde","cipolla","limone","eccentrico"
"mais, appuntamento","coccodrillo, sega","succo, appuntamento","mais","appuntamento","coccodrillo","sega","succo","appuntamento"
"timone, damigiana","forchetta, giallo","coperta, piatto","timone","damigiana","forchetta","giallo","coperta","piatto"
"ciliegio, autorità","verde, rosa","verde, pomodoro","ciliegio","autorità","verde","rosa","verde","pomodoro"
"portafoglio, spremiagrumi","coperta, appuntamento","menta, crostino","portafoglio","spremiagrumi","coperta","appuntamento","menta","crostino"
"menta, cassettiera","verde, satellite","stuzzicadenti, satellite","menta","cassettiera","verde","satellite","stuzzicadenti","satellite"
"forchetta, coccodrillo","cavolo, appuntamento","cucchiaio, caramella","forchetta","coccodrillo","cavolo","appuntamento","cucchiaio","caramella"
"stuzzicadenti, panchina","verde, damigiana","lavagna, cavolo","stuzzicadenti","panchina","verde","damigiana","lavagna","cavolo"
"lanterna, ciliegio","bidet, ciliegio","coperta, autorità","lanterna","ciliegio","bidet","ciliegio","coperta","autorità"
"panchina, pidocchio","coperta, bidet","coperta, lavagna","panchina","pidocchio","coperta","bidet","coperta","lavagna"
"diario, posacenere","fiammifero, pomodoro","damigiana, soglia","diario","posacenere","fiammifero","pomodoro","damigiana","soglia"
"caramella, damigiana","ciotola, fiammifero","autostrada, cassettiera","caramella","damigiana","ciotola","fiammifero","autostrada","cassettiera"
"diario, spremiagrumi","ciotola, cuscino","eccentrico, cassettiera","diario","spremiagrumi","ciotola","cuscino","eccentrico","cassettiera"
"cucchiaio, mais","succo, satellite","coccodrillo, cassettiera","cucchiaio","mais","succo","satellite","coccodrillo","cassettiera"
"ciotola, stuzzicadenti","portafoglio, lanterna","crostino, libreria","ciotola","stuzzicadenti","portafoglio","lanterna","crostino","libreria"
"timone, autorità","spremiagrumi, eccentrico","rosa, autorità","timone","autorità","spremiagrumi","eccentrico","rosa","autorità"
"lanterna, autorità","cuscino, panchina","forchetta, blu","lanterna","autorità","cuscino","panchina","forchetta","blu"
"timone, eccentrico","ciotola, forchetta","piatto, timone","timone","eccentrico","ciotola","forchetta","piatto","timone"
"﻿anello, piatto","menta, panchina","braccialetto, bidet","﻿anello","piatto","menta","panchina","braccialetto","bidet"
"piatto, autostrada","damigiana, bersaglio","menta, spinaci","piatto","autostrada","damigiana","bersaglio","menta","spinaci"
"bidet, damigiana","braccialetto, mappa","rana, ciliegio","bidet","damigiana","braccialetto","mappa","rana","ciliegio"
"lavagna, satellite","blu, soglia","timone, spinaci","lavagna","satellite","blu","soglia","timone","spinaci"
"spremiagrumi, cassettiera","rosa, cipolla","fiammifero, forchetta","spremiagrumi","cassettiera","rosa","cipolla","fiammifero","forchetta"
"forchetta, documento","diario, piatto","﻿anello, bidet","forchetta","documento","diario","piatto","﻿anello","bidet"
"lattuga, posacenere","stuzzicadenti, lanterna","coccodrillo, leone","lattuga","posacenere","stuzzicadenti","lanterna","coccodrillo","leone"
"stuzzicadenti, menta","gessetto, blu","pomodoro, posacenere","stuzzicadenti","menta","gessetto","blu","pomodoro","posacenere"
"rosa, spinaci","penna, bersaglio","panchina, damigiana","rosa","spinaci","penna","bersaglio","panchina","damigiana"
"forchetta, autostrada","giallo, cassettiera","ciotola, eccentrico","forchetta","autostrada","giallo","cassettiera","ciotola","eccentrico"
"gessetto, viola","pomodoro, bidet","blu, appuntamento","gessetto","viola","pomodoro","bidet","blu","appuntamento"
"lavagna, timone","menta, mappa","sole, equilibrio","lavagna","timone","menta","mappa","sole","equilibrio"
"equilibrio, soglia","candela, rosa","timone, satellite","equilibrio","soglia","candela","rosa","timone","satellite"
"cipolla, autorità","candela, equilibrio","lavagna, documento","cipolla","autorità","candela","equilibrio","lavagna","documento"
"cuscino, menta","viola, spinaci","bersaglio, autostrada","cuscino","menta","viola","spinaci","bersaglio","autostrada"
"braccialetto, limone","ciotola, agenda","succo, cipolla","braccialetto","limone","ciotola","agenda","succo","cipolla"
"lattuga, leone","limone, cipolla","sole, pomodoro","lattuga","leone","limone","cipolla","sole","pomodoro"
"spremiagrumi, equilatero","verde, posacenere","lanterna, soglia","spremiagrumi","equilatero","verde","posacenere","lanterna","soglia"
"equilatero, ciliegio","cipolla, posacenere","verde, mais","equilatero","ciliegio","cipolla","posacenere","verde","mais"
"pomodoro, mais","lattuga, panchina","﻿anello, mais","pomodoro","mais","lattuga","panchina","﻿anello","mais"
"diario, fiammifero","spremiagrumi, panchina","lattuga, documento","diario","fiammifero","spremiagrumi","panchina","lattuga","documento"
"cavolo, bidet","pidocchio, libreria","cucchiaio, lavagna","cavolo","bidet","pidocchio","libreria","cucchiaio","lavagna"
"rosa, limone","succo, posacenere","braccialetto, succo","rosa","limone","succo","posacenere","braccialetto","succo"
"sole, rana","limone, damigiana","﻿anello, agenda","sole","rana","limone","damigiana","﻿anello","agenda"
"documento, soglia","documento, autorità","cucchiaio, bersaglio","documento","soglia","documento","autorità","cucchiaio","bersaglio"
"blu, menta","coperta, timone","lattuga, sega","blu","menta","coperta","timone","lattuga","sega"
"﻿anello, timone","menta, lattuga","panchina, appuntamento","﻿anello","timone","menta","lattuga","panchina","appuntamento"
"timone, mais","diario, cassettiera","penna, menta","timone","mais","diario","cassettiera","penna","menta"
"sole, soglia","mappa, autostrada","equilatero, agenda","sole","soglia","mappa","autostrada","equilatero","agenda"
"caramella, equilibrio","lavagna, spremiagrumi","pomodoro, cipolla","caramella","equilibrio","lavagna","spremiagrumi","pomodoro","cipolla"
"blu, viola","panchina, documento","menta, libreria","blu","viola","panchina","documento","menta","libreria"
"diario, caramella","leone, agenda","coperta, lattuga","diario","caramella","leone","agenda","coperta","lattuga"
"gessetto, lavagna","lavagna, appuntamento","lavagna, eccentrico","gessetto","lavagna","lavagna","appuntamento","lavagna","eccentrico"
"cuscino, damigiana","bersaglio, appuntamento","spremiagrumi, succo","cuscino","damigiana","bersaglio","appuntamento","spremiagrumi","succo"
"mappa, satellite","timone, mappa","forchetta, piatto","mappa","satellite","timone","mappa","forchetta","piatto"
"diario, mais","piatto, libreria","timone, agenda","diario","mais","piatto","libreria","timone","agenda"
"diario, portafoglio","agenda, soglia","rana, documento","diario","portafoglio","agenda","soglia","rana","documento"
"piatto, pomodoro","forchetta, timone","pomodoro, panchina","piatto","pomodoro","forchetta","timone","pomodoro","panchina"
"blu, limone","viola, autostrada","eccentrico, bersaglio","blu","limone","viola","autostrada","eccentrico","bersaglio"
"ciliegio, cassettiera","giallo, cipolla","fiammifero, penna","ciliegio","cassettiera","giallo","cipolla","fiammifero","penna"
"fiammifero, pidocchio","ciliegio, autostrada","portafoglio, ciliegio","fiammifero","pidocchio","ciliegio","autostrada","portafoglio","ciliegio"
"gessetto, leone","cucchiaio, rana","soglia, appuntamento","gessetto","leone","cucchiaio","rana","soglia","appuntamento"
"diario, gessetto","cucchiaio, posacenere","succo, ciliegio","diario","gessetto","cucchiaio","posacenere","succo","ciliegio"
"penna, agenda","cipolla, mais","blu, succo","penna","agenda","cipolla","mais","blu","succo"
"gessetto, rana","fiammifero, leone","gessetto, bidet","gessetto","rana","fiammifero","leone","gessetto","bidet"
"gessetto, lattuga","cuscino, cassettiera","﻿anello, eccentrico","gessetto","lattuga","cuscino","cassettiera","﻿anello","eccentrico"
"ciotola, gessetto","braccialetto, autostrada","panchina, crostino","ciotola","gessetto","braccialetto","autostrada","panchina","crostino"
"succo, mais","braccialetto, spinaci","braccialetto, blu","succo","mais","braccialetto","spinaci","braccialetto","blu"
"limone, bersaglio","coccodrillo, satellite","spremiagrumi, cavolo","limone","bersaglio","coccodrillo","satellite","spremiagrumi","cavolo"
"timone, posacenere","damigiana, satellite","lavagna, stuzzicadenti","timone","posacenere","damigiana","satellite","lavagna","stuzzicadenti"
"forchetta, penna","posacenere, autostrada","coperta, eccentrico","forchetta","penna","posacenere","autostrada","coperta","eccentrico"
"equilibrio, cassettiera","pomodoro, mappa","ciotola, documento","equilibrio","cassettiera","pomodoro","mappa","ciotola","documento"
"spremiagrumi, damigiana","coperta, cavolo","limone, lanterna","spremiagrumi","damigiana","coperta","cavolo","limone","lanterna"
"forchetta, bersaglio","lattuga, rana","diario, lattuga","forchetta","bersaglio","lattuga","rana","diario","lattuga"
"equilatero, equilibrio","lattuga, ciliegio","cipolla, agenda","equilatero","equilibrio","lattuga","ciliegio","cipolla","agenda"
"posacenere, mappa","limone, mais","spremiagrumi, cipolla","posacenere","mappa","limone","mais","spremiagrumi","cipolla"
"rana, bidet","menta, pomodoro","fiammifero, cavolo","rana","bidet","menta","pomodoro","fiammifero","cavolo"
"fiammifero, lanterna","candela, sega","rosa, cavolo","fiammifero","lanterna","candela","sega","rosa","cavolo"
"mais, posacenere","ciliegio, mappa","candela, diario","mais","posacenere","ciliegio","mappa","candela","diario"
"ciliegio, appuntamento","braccialetto, coperta","fiammifero, soglia","ciliegio","appuntamento","braccialetto","coperta","fiammifero","soglia"
"posacenere, bidet","cavolo, posacenere","sole, bersaglio","posacenere","bidet","cavolo","posacenere","sole","bersaglio"
"crostino, mappa","viola, ciliegio","cavolo, sega","crostino","mappa","viola","ciliegio","cavolo","sega"
"penna, panchina","succo, mappa","mais, panchina","penna","panchina","succo","mappa","mais","panchina"
"coccodrillo, bersaglio","﻿anello, candela","gessetto, mais","coccodrillo","bersaglio","﻿anello","candela","gessetto","mais"
"coccodrillo, damigiana","ciotola, pidocchio","diario, pomodoro","coccodrillo","damigiana","ciotola","pidocchio","diario","pomodoro"
"braccialetto, appuntamento","timone, caramella","lattuga, spinaci","braccialetto","appuntamento","timone","caramella","lattuga","spinaci"
"damigiana, cassettiera","coperta, viola","viola, autorità","damigiana","cassettiera","coperta","viola","viola","autorità"
"eccentrico, mappa","timone, pidocchio","pidocchio, autostrada","eccentrico","mappa","timone","pidocchio","pidocchio","autostrada"
"sega, equilibrio","﻿anello, braccialetto","limone, ciliegio","sega","equilibrio","﻿anello","braccialetto","limone","ciliegio"
"spinaci, panchina","sole, caramella","coperta, mappa","spinaci","panchina","sole","caramella","coperta","mappa"
"coperta, autostrada","cucchiaio, satellite","piatto, spremiagrumi","coperta","autostrada","cucchiaio","satellite","piatto","spremiagrumi"
"timone, soglia","ciliegio, equilibrio","forchetta, bidet","timone","soglia","ciliegio","equilibrio","forchetta","bidet"
"stuzzicadenti, agenda","viola, appuntamento","candela, lattuga","stuzzicadenti","agenda","viola","appuntamento","candela","lattuga"
"viola, menta","crostino, caramella","candela, lanterna","viola","menta","crostino","caramella","candela","lanterna"
"diario, blu","cuscino, pidocchio","timone, giallo","diario","blu","cuscino","pidocchio","timone","giallo"
"lattuga, bersaglio","lavagna, spinaci","menta, autorità","lattuga","bersaglio","lavagna","spinaci","menta","autorità"
"diario, lavagna","limone, sega","sole, cassettiera","diario","lavagna","limone","sega","sole","cassettiera"
"penna, satellite","viola, soglia","cipolla, eccentrico","penna","satellite","viola","soglia","cipolla","eccentrico"
"lanterna, bersaglio","sega, agenda","spremiagrumi, bidet","lanterna","bersaglio","sega","agenda","spremiagrumi","bidet"
"portafoglio, posacenere","penna, rosa","braccialetto, penna","portafoglio","posacenere","penna","rosa","braccialetto","penna"
"braccialetto, equilatero","spremiagrumi, lanterna","cavolo, equilatero","braccialetto","equilatero","spremiagrumi","lanterna","cavolo","equilatero"
"fiammifero, succo","spremiagrumi, soglia","panchina, soglia","fiammifero","succo","spremiagrumi","soglia","panchina","soglia"
"braccialetto, libreria","diario, crostino","portafoglio, lattuga","braccialetto","libreria","diario","crostino","portafoglio","lattuga"
"rana, posacenere","gessetto, mappa","braccialetto, autorità","rana","posacenere","gessetto","mappa","braccialetto","autorità"
"braccialetto, timone","limone, lattuga","cuscino, satellite","braccialetto","timone","limone","lattuga","cuscino","satellite"
"viola, equilatero","leone, libreria","sole, coccodrillo","viola","equilatero","leone","libreria","sole","coccodrillo"
"cuscino, mappa","leone, satellite","leone, equilatero","cuscino","mappa","leone","satellite","leone","equilatero"
"viola, eccentrico","rana, panchina","coperta, leone","viola","eccentrico","rana","panchina","coperta","leone"
"fiammifero, crostino","candela, fiammifero","﻿anello, coccodrillo","fiammifero","crostino","candela","fiammifero","﻿anello","coccodrillo"
"coccodrillo, equilatero","braccialetto, rosa","agenda, bersaglio","coccodrillo","equilatero","braccialetto","rosa","agenda","bersaglio"
"ciotola, limone","stuzzicadenti, posacenere","penna, ciliegio","ciotola","limone","stuzzicadenti","posacenere","penna","ciliegio"
"lattuga, cipolla","cuscino, verde","spremiagrumi, pomodoro","lattuga","cipolla","cuscino","verde","spremiagrumi","pomodoro"
"candela, giallo","blu, mais","spremiagrumi, appuntamento","candela","giallo","blu","mais","spremiagrumi","appuntamento"
"mais, pidocchio","candela, coperta","spinaci, appuntamento","mais","pidocchio","candela","coperta","spinaci","appuntamento"
"rana, coccodrillo","succo, rana","verde, equilatero","rana","coccodrillo","succo","rana","verde","equilatero"
"diario, sole","stuzzicadenti, coccodrillo","pomodoro, appuntamento","diario","sole","stuzzicadenti","coccodrillo","pomodoro","appuntamento"
"cavolo, panchina","piatto, verde","forchetta, soglia","cavolo","panchina","piatto","verde","forchetta","soglia"
"rosa, cassettiera","limone, cavolo","viola, coccodrillo","rosa","cassettiera","limone","cavolo","viola","coccodrillo"
"ciliegio, libreria","﻿anello, diario","portafoglio, bidet","ciliegio","libreria","﻿anello","diario","portafoglio","bidet"
"braccialetto, spremiagrumi","succo, autorità","mappa, documento","braccialetto","spremiagrumi","succo","autorità","mappa","documento"
"cucchiaio, leone","candela, succo","cuscino, equilatero","cucchiaio","leone","candela","succo","cuscino","equilatero"
"rana, equilibrio","candela, blu","stuzzicadenti, documento","rana","equilibrio","candela","blu","stuzzicadenti","documento"
"cuscino, bersaglio","cuscino, lavagna","mappa, equilibrio","cuscino","bersaglio","cuscino","lavagna","mappa","equilibrio"
"gessetto, bersaglio","cucchiaio, libreria","bidet, cassettiera","gessetto","bersaglio","cucchiaio","libreria","bidet","cassettiera"
"forchetta, pidocchio","rana, appuntamento","cuscino, coccodrillo","forchetta","pidocchio","rana","appuntamento","cuscino","coccodrillo"
"stuzzicadenti, damigiana","portafoglio, agenda","sole, spinaci","stuzzicadenti","damigiana","portafoglio","agenda","sole","spinaci"
"mais, ciliegio","eccentrico, appuntamento","lattuga, satellite","mais","ciliegio","eccentrico","appuntamento","lattuga","satellite"
"posacenere, soglia","stuzzicadenti, timone","lavagna, mappa","posacenere","soglia","stuzzicadenti","timone","lavagna","mappa"
"blu, rosa","viola, damigiana","succo, pomodoro","blu","rosa","viola","damigiana","succo","pomodoro"
"cipolla, bidet","fiammifero, damigiana","pomodoro, cassettiera","cipolla","bidet","fiammifero","damigiana","pomodoro","cassettiera"
"cipolla, bersaglio","candela, limone","giallo, mappa","cipolla","bersaglio","candela","limone","giallo","mappa"
"crostino, sega","portafoglio, equilibrio","﻿anello, portafoglio","crostino","sega","portafoglio","equilibrio","﻿anello","portafoglio"
"﻿anello, panchina","timone, equilibrio","forchetta, equilatero","﻿anello","panchina","timone","equilibrio","forchetta","equilatero"
"satellite, bersaglio","giallo, coccodrillo","pidocchio, satellite","satellite","bersaglio","giallo","coccodrillo","pidocchio","satellite"
"penna, giallo","equilatero, caramella","libreria, equilibrio","penna","giallo","equilatero","caramella","libreria","equilibrio"
"cucchiaio, appuntamento","portafoglio, blu","candela, mais","cucchiaio","appuntamento","portafoglio","blu","candela","mais"
"giallo, lanterna","blu, rana","diario, soglia","giallo","lanterna","blu","rana","diario","soglia"
"gessetto, cassettiera","penna, caramella","candela, cavolo","gessetto","cassettiera","penna","caramella","candela","cavolo"
"stuzzicadenti, giallo","gessetto, pomodoro","portafoglio, stuzzicadenti","stuzzicadenti","giallo","gessetto","pomodoro","portafoglio","stuzzicadenti"
"limone, pomodoro","posacenere, pidocchio","crostino, autostrada","limone","pomodoro","posacenere","pidocchio","crostino","autostrada"
"portafoglio, succo","ciotola, coccodrillo","succo, bersaglio","portafoglio","succo","ciotola","coccodrillo","succo","bersaglio"
"ciotola, lavagna","pomodoro, leone","rana, leone","ciotola","lavagna","pomodoro","leone","rana","leone"
"cipolla, equilatero","forchetta, cipolla","giallo, blu","cipolla","equilatero","forchetta","cipolla","giallo","blu"
"spremiagrumi, leone","cucchiaio, rosa","cavolo, pidocchio","spremiagrumi","leone","cucchiaio","rosa","cavolo","pidocchio"
"mappa, appuntamento","pomodoro, documento","lavagna, verde","mappa","appuntamento","pomodoro","documento","lavagna","verde"
"rosa, soglia","ciotola, viola","viola, lanterna","rosa","soglia","ciotola","viola","viola","lanterna"
"stuzzicadenti, autostrada","penna, pomodoro","piatto, blu","stuzzicadenti","autostrada","penna","pomodoro","piatto","blu"
"succo, cassettiera","fiammifero, viola","cucchiaio, mappa","succo","cassettiera","fiammifero","viola","cucchiaio","mappa"
"portafoglio, eccentrico","giallo, posacenere","cuscino, lanterna","portafoglio","eccentrico","giallo","posacenere","cuscino","lanterna"
"braccialetto, coccodrillo","gessetto, cavolo","verde, autorità","braccialetto","coccodrillo","gessetto","cavolo","verde","autorità"
"braccialetto, lanterna","﻿anello, cassettiera","viola, caramella","braccialetto","lanterna","﻿anello","cassettiera","viola","caramella"
"posacenere, lanterna","cucchiaio, stuzzicadenti","panchina, sega","posacenere","lanterna","cucchiaio","stuzzicadenti","panchina","sega"
"﻿anello, mappa","ciliegio, bersaglio","piatto, coccodrillo","﻿anello","mappa","ciliegio","bersaglio","piatto","coccodrillo"
"cuscino, ciliegio","verde, viola","cavolo, rana","cuscino","ciliegio","verde","viola","cavolo","rana"
"﻿anello, autorità","spremiagrumi, caramella","bidet, satellite","﻿anello","autorità","spremiagrumi","caramella","bidet","satellite"
"cucchiaio, crostino","giallo, autostrada","mais, coccodrillo","cucchiaio","crostino","giallo","autostrada","mais","coccodrillo"
"lavagna, bidet","braccialetto, portafoglio","portafoglio, documento","lavagna","bidet","braccialetto","portafoglio","portafoglio","documento"
"limone, appuntamento","mais, crostino","stuzzicadenti, spremiagrumi","limone","appuntamento","mais","crostino","stuzzicadenti","spremiagrumi"
"diario, autostrada","piatto, mappa","cavolo, coccodrillo","diario","autostrada","piatto","mappa","cavolo","coccodrillo"
"﻿anello, lanterna","﻿anello, pomodoro","cipolla, soglia","﻿anello","lanterna","﻿anello","pomodoro","cipolla","soglia"
"agenda, autostrada","agenda, documento","cucchiaio, menta","agenda","autostrada","agenda","documento","cucchiaio","menta"
"mais, rana","penna, coccodrillo","spremiagrumi, crostino","mais","rana","penna","coccodrillo","spremiagrumi","crostino"
"cucchiaio, coccodrillo","piatto, stuzzicadenti","cipolla, libreria","cucchiaio","coccodrillo","piatto","stuzzicadenti","cipolla","libreria"
"cavolo, ciliegio","coperta, lanterna","cuscino, diario","cavolo","ciliegio","coperta","lanterna","cuscino","diario"
"stuzzicadenti, autorità","mappa, autorità","spinaci, autorità","stuzzicadenti","autorità","mappa","autorità","spinaci","autorità"
"diario, autorità","lavagna, libreria","forchetta, menta","diario","autorità","lavagna","libreria","forchetta","menta"
"ciotola, blu","blu, crostino","braccialetto, agenda","ciotola","blu","blu","crostino","braccialetto","agenda"
"spremiagrumi, agenda","verde, pidocchio","blu, eccentrico","spremiagrumi","agenda","verde","pidocchio","blu","eccentrico"
"mais, agenda","coperta, bersaglio","viola, rosa","mais","agenda","coperta","bersaglio","viola","rosa"
"lavagna, leone","cucchiaio, spinaci","sole, eccentrico","lavagna","leone","cucchiaio","spinaci","sole","eccentrico"
"penna, spinaci","lanterna, agenda","gessetto, crostino","penna","spinaci","lanterna","agenda","gessetto","crostino"
"pomodoro, agenda","spremiagrumi, spinaci","leone, soglia","pomodoro","agenda","spremiagrumi","spinaci","leone","soglia"
"lanterna, sega","giallo, equilatero","rosa, eccentrico","lanterna","sega","giallo","equilatero","rosa","eccentrico"
"gessetto, menta","diario, documento","pidocchio, autorità","gessetto","menta","diario","documento","pidocchio","autorità"
"candela, crostino","pomodoro, sega","spinaci, satellite","candela","crostino","pomodoro","sega","spinaci","satellite"
"cipolla, crostino","forchetta, rana","coperta, cassettiera","cipolla","crostino","forchetta","rana","coperta","cassettiera"
"spinaci, mais","limone, autorità","lattuga, bidet","spinaci","mais","limone","autorità","lattuga","bidet"
"timone, crostino","pomodoro, autostrada","crostino, agenda","timone","crostino","pomodoro","autostrada","crostino","agenda"
"documento, cassettiera","stuzzicadenti, caramella","coccodrillo, appuntamento","documento","cassettiera","stuzzicadenti","caramella","coccodrillo","appuntamento"
"candela, posacenere","ciotola, piatto","﻿anello, stuzzicadenti","candela","posacenere","ciotola","piatto","﻿anello","stuzzicadenti"
"forchetta, spremiagrumi","piatto, bersaglio","gessetto, agenda","forchetta","spremiagrumi","piatto","bersaglio","gessetto","agenda"
"gessetto, spinaci","lavagna, cipolla","fiammifero, lavagna","gessetto","spinaci","lavagna","cipolla","fiammifero","lavagna"
"timone, coccodrillo","cavolo, equilibrio","diario, panchina","timone","coccodrillo","cavolo","equilibrio","diario","panchina"
